Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
441613,B000CQ4DRS,A1RKYS3YJQ5V43,J.W.,1,2,1,###############################################################################################################################################################################################################################################################,Really Bad,I keep hearing about how wonderful is Annie's pasta so I tried this product. A big mistake. The sauce is extremely SALTY. I should not have purchase this product as now I have so many boxes remaining. I'll just keep the pasta and toss out the sauce packets. Stay away if you do not like your food over-salted.
279305,B000F498Y0,A1YLOZQKBX3J1S,"R. Lee Dailey ""Lee_Dailey""",1,1,2,###############################################################################################################################################################################################################################################################,good - BUT ...,"howdy y'all,<br /><br />update = 2009-11-15<br /><br />i received my new order and i've a few problems ...<br /><br />[1] they are NOT from mexico<br />there's an over-sticker that says ""turkey"" on each packet and the carton also says the tomatoes are from turkey. not a problem except that the product description here says ""mexico"" and that's wrong.<br /><br />[2] they taste ... wrong.<br />the previous order was from mexico and tasted slightly sweet. that's as _i_ expect with dried tomatoes. the NEW batch, however, tastes distinctly _salty_! there is no salt listed on the packet, just sodium. unfortunately for me, i am on a restricted diet and can't afford to eat any more salt than i must. anything that tastes salty - quite salty, in this case - must be presumed to have salt in amounts that i can't afford to eat.<br /><br />[*sigh ...*]<br /><br />so i will need to give this batch to someone who will eat the tomatoes even tho they taste salty instead of slightly sweet.<br /><br />i'm going to try to contact the source and see what they have to say, but i doubt i'll be buying this product again. fooey!<br /><br />take care,<br />lee<br /><br />********<br />original date = 2009-01-11<br />howdy y'all,<br /><br />this is a good product. taste's good, easy to use, [mostly] predictable and priced pretty well, too.<br /><br />_however_ ... the last two 12-packs eventually developed moths and moth grubs. ick! [*grin*] i had eaten three of the packets already and when i when to get the next one i found grubs [worms] and moths in the bags. NOT all of them - one packet in the 2nd box seemed ok.<br /><br />so, lets see ... out of 21 packets there was ONE that had no [visible] bugs. i had already eaten 3 packets.<br /><br />how many bug eggs did i eat? [*grin*]<br /><br />now, i KNOW that one of the gotchas with organic and/or all-natural foods is the higher loss rates to pests. so it's not a _total_ surprise to find bugs hatching out.<br /><br />it is however, unacceptable.<br /><br />i admit that i had left the boxes setting in the pantry for more than three months. i was in for another round of chemo and just didn't eat anything that wasn't on my approved foods list. still, the fact that ONE packet had no bugs - and that NO bugs were loose in the box that held the packets - seems to mean that the bug eggs were on the product before i got it.<br /><br />i suppose i'll try this product one more time. but it NEEDS to be store-able for a few months for me to be able to buy it in the rather large quantities it is sold in.<br /><br />take care,<br />lee"
138143,B004JR7SF0,A2Q7WFMGYCY08Q,"HC ""HC""",0,0,4,###############################################################################################################################################################################################################################################################,"1 cat loves it, 1 just likes it.","I was looking for treats I could use for training. Two adult cats were new to our home and were learning what repeatable behaviors to do more of (use the scratching post and other things.) I wanted to completely avoid treats full of carbohydrates or other nasties that my adult cats would get loaded up with.  It was suggested to me to take a look at freeze dried treats as an option and I liked that these didn't look like some of the others that looked like styrofoam peanuts that would crumble into dust if one was dropped on the floor!<br /><br />They are quite small and look exactly like the shrimp that come in the shrimp flavored cup-o-noodles soup. Since the shrimp are very flat and very small, sometimes it looks like it is a challenge for them to see the treat and also to pick the shrimp up to eat them. They get it eventually. Sometimes it takes a little extra effort.<br /><br />My food-motivated cat took to the treats right away. At the smell of them, she gets excited and starts pacing and can't wait to munch on them. She loves them and would eat the whole bag if I would let her!<br /><br />The second cat who is not so much food-motivated did not know what to do with them at first. She actually did not touch these treats for the first two days I used them. Just before I was about to give up, she ended up taking a nibble on one of them and has liked to eat them since. This cat will eat a couple of them with some enthusiasm but then quickly lose interest.<br /><br />I haven't tried other flavors. Overall I really like the product and would recommend it and even buy it again. For the price and the amount of treats that comes in them, I am very pleased. I feel the value is great for such a healthy treat. I am still on the look out for the one protein-based cat treat that will drive BOTH of the cats crazy and keep both of their interest consistently."
382259,B0060HVNNA,A2CNC296HOUVFU,Michael S. Talisman,9,12,1,###############################################################################################################################################################################################################################################################,Horrible!,"I bought two 17.6 oz cans.  Both are marked with 12/2010 packing date and 12/2012 expiration date.  This coffee is absolutely bland, nothing like Effendi I have had before this order, from a different vendor.  Either it was stale before it was canned or there might be another possible explanation.  The text on either can is in Turkish and German.  The same brand bought before, from a different vendor, was in Turkish and English.  Perhaps, for German market, it is supposed to be bland but I doubt it.  The largest Turkish community outside of Turkey would not drink this stuff.<br /><br />I got full refund from Amazon.<br /><br />I strongly recommend to buy your Mehmet Effendi from another vendor and to make sure the text on the can is in Turkish and English."
468867,B000B6MUGU,A2A7ENTPIQEDDH,Jeff D. Smith,0,0,5,###############################################################################################################################################################################################################################################################,Lemon seasoning,"Great seasoning for fish.  I bake fish with this seasoning, add lemon juice, and wrap up in tin foil for a steaming effect."
395135,B0045GXUUC,A1R2Y46NN84R0Q,"C. Wei ""apple_big_fan""",0,0,2,###############################################################################################################################################################################################################################################################,very bland,The broth is very bland and tastes sour.  Not sure why the chicken broth would taste sour.  I would not recommand anyone to buy this broth.
444390,B001EPPYPG,ANTWFMQSZLEJF,"CLP ""C""",0,1,3,###############################################################################################################################################################################################################################################################,Dents in 2 of the tins when arrived,"This cocoa is like any other cocoa, other than it is white and turns pink when touches liquid.  The tin is cute, but 2 cans were dented when they arrived. Not sure if it was from shipping or the seller.  A bit over priced in my opinion as well."
473925,B004KPCFBI,ANGTM3VPCHL9R,slimbadguy,1,1,4,###############################################################################################################################################################################################################################################################,good stuff,"this is a nice rhubarb and ginger. not the best--could use a little more rhubarb for my taste. however, i will buy it again"
45700,B0041NYV8E,A3H8PA7AG48K33,A. Silverstone,0,0,4,###############################################################################################################################################################################################################################################################,Spicy Ginger Lemon Drink,"If you don't like your ginger strong, you won't like this drink.  However, if you want to a spicy-sweet concoction to take the edge off a cold or the cold, this brew will do the trick.  The freeze-dried combination of ginger, lemon and honey dissolves quickly in hot water.  The result is not for the tame of tongue.  It is quite spicy, and produces a sharp edge in your throat.  On a cold day, it warms your inside."
280494,B005OVPKCI,A1LHAXBM5GBJS2,Scooter McGavin,0,0,4,###############################################################################################################################################################################################################################################################,Great Tasting,"The latest Quaker Oatmeal Squares flavor claims ""just a hint of Cinnamon"" and just the hind was perfect because this is one enjoyable bowl of cereal.  With only seven servings, the box will not last long ) I was able to finish it off with five bowls) so if you eat a lot of cereal you may want to buy multiple boxes or purchase a larger box to make it through an entire week.  Also if you are one of the people who thinks the crumbs at the bottom of the box are the best part of cereal, you will be happy to learn about half of my last bowl were crumbs."
483500,B001E6K63A,A7JNQLDB340I9,Mom of two,0,0,5,###############################################################################################################################################################################################################################################################,Rice Krispie Treat cereal found!,My daughter loves this cereal and it was fresh. We can't find it in stores here in Ohio. It made a nice birthday surprise!
430469,B005K4Q1T0,A359CWRWFITN00,Yogagirl,1,1,2,###############################################################################################################################################################################################################################################################,Artificially Sweet,"We bought this to replace our Cafe Escapes Dark Chocolate Cocoa.  They are less expensive- but you get what you pay for.  This cocoa is watery brown sugar water with an aftertaste.  I do not recommend it.<a href=""http://www.amazon.com/gp/product/B005K4Q1T0"">Grove Square Hot Cocoa Cups, Dark,Single Serve Cup for Keurig K-Cup Brewers, 24-Count</a>"
565661,B002GKEK7G,A2EPTR9S204QC1,Koko,1,1,4,###############################################################################################################################################################################################################################################################,"For what it is, it's great.","I'm not expecting my protein drink to actually taste exactly the same as a mocha from the corner cafe. I think that would fall under the category of ""unreasonable expectations"". But if for some reason, you must supplement your protein intake artificially (as I must), this is a very nice option. I frankly can't begin to understand the complaints here about it being hard to prepare. I add two scoops to about a third of a cup cold, nonfat milk, stir it smooth (just using a spoon, with no problem), fill the rest of the mug with water and nuke it until it's drinking-range hot.<br />Note: Do not heat it to near boiling and then sit it by you to slowly cool as you sip, like you might with a real coffee drink. Too much heat curdles protein, powders, and *yuck!* (I think this is what's been happening to those who complain of its lumpiness, or ""boogery"" texture.) Just heat up it to the temperature that feels comfortable to drink.<br /><br />I really look forward to my Click every morning, just as I used to with my morning coffee. Now if only it was so dang expensive."
364759,B000PDY3HI,A347PYPZFUQHTQ,Big buyer,1,2,1,###############################################################################################################################################################################################################################################################,Half the seeds don't pop,We find consistently that not all the kernels pop but end up being wasted.  It is definitely the brand so be forewarned.
257508,B002TSA91G,AYG2SBEV15LXV,IAmNotAnAnimal,13,14,3,###############################################################################################################################################################################################################################################################,"Good body wash - refreshing, but lacking","I have sensitive skin that is prone to getting dry, particularly during the winter months and dry weather. I thought I would give this new line a try and it was alright. The scent is just right as it is not overpowering but definitely detectable, although I can understand some people being turned off by it.<br /><br />The primary moisturizing ingredient in this body wash is the same as in many others - petrolatum. Those saying that this body wash does not moisturize enough - I would recommend letting the lather set on your body for at least a minute or two. Petrolatum is not an instantaneous moisturizer and needs some time to settle on the skin to do its job. Try aiming the water off of you as you lather and let it set for a couple of minutes. Even with this technique, however, this body wash just isn't as moisturizing as it says, especially in comparison to Dove 'Deep Moisture'.<br /><br />Overall - I liked this body wash. I'm rather picky with my personal hygiene products and Dove For Men passes with an average score."
136495,B006Q820X0,#oc-R1B9W981WGB5D0,"LeventB ""LeventB""",1,1,3,###############################################################################################################################################################################################################################################################,Weak and bland,"Maybe we're just used to stronger blends, but this one tastes pretty bland and weak to us. Honestly it quickly became one of the least popular items on the k-cup carousel in our house. For this price level, you can definitely do much better with the San Francisco Bay k-cups, which are cheaper and better."
508740,B003O7AFCY,ATPH3CLWHYVMY,Leslie C. Zane,0,0,5,###############################################################################################################################################################################################################################################################,Excellent quick idlis.,"While there is a certain satisfaction from making idlis from scratch, this is vastly quicker and more reliable than natural fermentation. I fully endorse this product."
215041,B0049YMC3Q,A1YT2YUJHO874T,Kaiwat,0,0,4,###############################################################################################################################################################################################################################################################,"Perfect for bread, pancakes","A nice blend of grains, perfect for my weekly bread baking. I also make large batches of pancakes and waffles to freeze and pull out for weekday breakfasts on the go for my kids. I keep the big bag stored in my large freezer and it stays very fresh."
567228,B000LL0R92,A1G5A8NMZT9QIL,California Vegan,0,2,3,###############################################################################################################################################################################################################################################################,Good,I like this product.  The reason only 3 stars.  When I received my order 2 didn't taste right.  The ones which tasted right were great.
548009,B007RTR9G0,A19FRW264WZTGP,Bunson Honeydew,0,0,2,###############################################################################################################################################################################################################################################################,Use mineral oil and add other natural items - you can make your own,"I don't have that much hair on my head, but my wife does.  She wasn't that impressed.  Mineral oil is cheap, and if you watch your sales you can get all sorts of natural oils and 'treatments' at Whole Foods and other places.  So, you can make your own.<br /><br />We've been making our own 'potions' to protect our kids' hair from lice (tea tree oil is good).  If you do your homework from natural and homeopathic websites, you can make your own treatments for a variety of problems.<br /><br />Save your money and pass on this one."
194595,B003ZT61E2,A3EXW4HNYX7HF5,"Atomic Tofu ""Code of Bushido""",0,0,4,###############################################################################################################################################################################################################################################################,Quality as always...,"I grew up with these coffees as a little kid, not sure if I just remembered those old commercials or if my parents really liked them.  The Maxwell House International Coffee extends from the original General Foods International line, that is why the tin may be familiar to some and yet slightly different at the same time.<br /><br />I received this just as I experienced my first winter in the new town I would live in and it was such a welcome arrival.  Peppermint and mocha, together served hot in -10 F or more temperatures in a gloomy town with no ambition or progress is such a savior.  I loved and savored it, enjoying it with my lovely wife as she too endured this backwoods town (town name is witheld for now of course).<br /><br />I noticed some of the reviews about a lack of flavor or a serving size too small and just shake my head.  To each our own, but I am one of those that eats healthy and exercises regularly and can't help but feel somewhat saddened at so many of us who indulge in and grow blind to oversized proportions and our foods and drinks have to be bursting with insane amounts of sugars and fats.  But at around $8-9 a tin, those of us that need excess can use the entire tin for our single serving and sated...or perhaps even make it 2 servings to be a little bit more healthy (sarcasm hinted just in case)."
465166,B0019H0YZ4,A19A5LD0D6Q6DP,Aniyah & Solomon's Dad,1,7,1,###############################################################################################################################################################################################################################################################,Check the price again...,"I'm with Nclphx, I noticed the pricing discrepancy as well.  This is not 12 cents an ounce, it's 1 dollar and 24 cents an ounce.  The product is a great product.  The 1 star rating is to alert buyers to the price."
129530,B000F4DKAI,AXSJIQU1PDP37,"Bob ""Tea Drinker""",3,3,5,###############################################################################################################################################################################################################################################################,Excellent blend!,"I found this tea a while ago in a local store and bought some to try. It's excellent! This is the tea I go for first in the afternoon and evenings. It has great depth and flavor. It's good that Amazon sells it in boxes of six packages, as I drink it that fast.<br /><br />Last summer, Twinings must have been trying something and was selling a decaf version of this tea. My wife fell in love with it (she cannot drink anything with caffeine), but the product went away. She finds Irish Breakfast Decaf to be good as a second choice. I wish Twinings would come out (again) with a decaf version."
427842,B008FHUFAU,A1BO2VV20MJDB3,"J. L. Correa ""Koji Kabuto""",6,7,4,###############################################################################################################################################################################################################################################################,Great Cup of Coffee!,"This is definetly a keeper in my pantry.  I tried the Donut Shop and the Black Tiger and by far everyone prefers Black Tiger. Donut Shop tastes, well like a cup of coffee from a Dinner, or McDonalds. But Black Tiger has a strong taste without any of the bitter undertones."
285333,B002BUEKSK,A35D7QZPIMT6T4,Amazon Reviewer,0,0,1,###############################################################################################################################################################################################################################################################,Inedible chemical flavor. Our guests unanimously agreed.,"We purchased a three pack of chocolate caramel, strawberry vanilla, and lemon poppyseed because the package looked so attractive, and I thought it would save me some time. The flavors sounded very appealing.<br /><br />Reality couldn't be farther removed from the picture. The cupcakes were practically inedible. The chemical flavor of the additives was unbearable. I actually spit out the first bite I took of the chocolate caramel. I asked several guests to try a bite of all three flavors (because I wondered if there was something wrong with me. Couldn't imagine three flavors of such an attractive looking mix could be THAT gross), and not a single person liked them. I ended up throwing everything away, and having to buy something else in a hurry.<br /><br />Furthermore, I'm not someone who likes much frosting on cupcakes, but the package provided barely made enough to thinly cover the cupcakes. Very thinly. If you were to put as much frosting on your cupcake as is shown in the picture, about a third of your frosting would already be used up. This is probably a good thing, since the frosting had that horrible quality of coating the roof of your mouth in a layer of revolting grease that is hard to get rid of. (And I used strictly fresh ingredients that I had just bought, added according to the recipe.)<br /><br />What a waste of THREE packages of cupcake mix and fresh ingredients!!"
241004,B000NBQUNW,A2Q53CQ4XMOI6,Janet T.,1,1,3,###############################################################################################################################################################################################################################################################,The pros and cons of Benecol Smart Chews,I would prefer to lower my cholesterol by not eating a candy-like substance with the calories it includes. I deal with this by eating<br />these Smart Chews at a time in the day when I start to feel hungry. This replaces some other snack that I may eat which keeps my<br />calories down. The Smart Chews do have somewhat of a waxy taste but since I love caramels I can somewhat enjoy them and hope they are<br />helping my cholesterol (which I will be getting checked soon). I will continue to use them along with the spread. They both are<br />rather pricey.
72118,B0019412IK,A1ZURF3SLZ53RV,KMPxx,0,1,2,###############################################################################################################################################################################################################################################################,Not the greatest,"When I first tried these I was pretty disgusted. However, I bought these because I wanted a healthy snack so I continually ate them anyways. The more I ate them the more I could stand them. After going through around 10 bags I can finally finish it without wanting to gag. Overall, I'm sure there are better options out there. I don't really have a choice but to keep eating these cus I bought two boxes of them."
306548,B003UN31VO,A1A6AEXTM9RU7Q,BDespain,0,0,2,###############################################################################################################################################################################################################################################################,Poor Quality Mizuna,"While the seller claims this gourmet quality fresh picked Mizuna, I found it nothing of the sort. The product was heavily yellowed indicating nitrogen deficiency and of dubious quality with many dried leaves. I picked through the product and managed to salvage about 1 lb of product out of a 4 lb package that was edible. The rest was composted. Avoid this product. I gave it 2 stars because it was Mizuna."
188435,B003DA54GO,A24ZV048V7J0MT,"Murphy ""Goldenmom""",0,0,1,###############################################################################################################################################################################################################################################################,Terrible!,"I bought this for my two golden retrievers to share.  I took the plastic off and laid it on the lawn.  One sniffed it and walked away and the puppy licked it once then walked away.  Neither would have anything to do with it.  I had it out a few times afterwards and they wouldn't even go near it.  When I put it away in the garage, I had it on a cardboard box and there was so much grease on it that it soaked thru the box right to the floor.  Last week it went out in the garbage.  It was a waste of money.  I should have looked at the reviews and seeing two people rated it so great and it was not Amazon verified purchase they must be the seller rating it or someone from Hartz.  Don't waste your money on this and if you do, do not bring it in the house or you'll be sorry."
228150,B003VXHGPK,A3H6IRPMRG40IA,Stallken,0,0,2,###############################################################################################################################################################################################################################################################,...,"While good quality, it was not at all what I expected. It smelled like caramel and vanilla, but it tasted like straight black coffee. I was pretty disappointed."
129467,B001II47PW,A23XPV2P8GTI98,Paul G. Gertenbach,0,0,1,###############################################################################################################################################################################################################################################################,Baconless Flavoring Powder,"What a disappointment! First, this product should not have the name Bacon Salt. If you are familiar with the infused salts made for gourmet cooking with flavors such as thyme or rosemary, you will notice that this is a flavoring powder and not a salt at all. The predominant flavor is sort of a yeasty garlic and paprika with a small amount of smoke. There is practically no bacon flavor whatsoever. I tried the so-called natural product since I am allergic to monosodium glutamate. This product makes the claim ""No MSG Added"", but fails to inform the consumer that they have added autolyzed yeast extract instead. As anyone who is sensitive to MSG should know, autolyzed yeast extract itself contains free glutamates. It is a not so clever ruse to add MSG while claiming none has been added. Even the FDA is aware of this deception and has gone after a few of the larger offenders with truth in labeling claims.  [...]<br />My recommendation is that unless you cannot eat bacon, you might try preparing your own bacon salt at home. There are some great recipes for making things like bacon jam and spreads using real bacon and I am sure making a true bacon flavored salt would be a simple trick. The product concept is great, but the execution is horrible."
117451,B0016B7Z32,A2NNZJ5S6XJGJR,Mohammad,0,0,4,###############################################################################################################################################################################################################################################################,It is better than I expected,I really recommend this product. It is well packaged and protected. Also it smells and taste better than I expected!
249107,B004TPKAN4,A2XH6KI5ZLRLPS,Tina,0,0,5,###############################################################################################################################################################################################################################################################,awesome product,This is one of the best cookies. My kids loved them too. they are really flavorful and not so hard my teeth couldnt get through them. Really good cookies i would get again
117035,B001BCVY9W,A2QDBOHV00NOR2,"Wendy Johnston ""podlogic""",1,1,5,###############################################################################################################################################################################################################################################################,Cat's love it,"I got this after reading an article in Natural Health magazine's October 2008 edition, ""Feed your pet Right"". The article identified protein rich, nutritionally balanced cat food.  My TWO cats did not like the chicken types, but LOVE the red snapper, tuna and shrimp, tuna and sole and yellow fin tuna.  I get the combo in the 4 pack.<br />I would recommend switching over from dry food to wet slowly so there's no upset stomachs.  I think your cats will like this food, even if they are picky, like mine."
133402,B0090X8IPM,A100WO06OQR8BQ,"Duffer. ""Bo""",0,1,3,###############################################################################################################################################################################################################################################################,Typical Starbucks,"As of this writing there have been 255 reviews posted. Sorta difficult to add anything new. I received one bag of this coffee from the Vine program. The day preceding its arrival I had brewed some French Vanilla by a brand that I regularly use and which is rated higher than Starbucks by the best known testing and rating org. This offered me an opportunity to make a somewhat taste comparison although, admittedly, the Starbucks was not French Vanilla.<br /><br />In the taste test Starbucks came in second. It was neither as smooth nor as tasty as the competitor. I drink my coffee with fat-free milk and no sugar so I get a fairly good opportunity to evaluate the taste. Starbucks afficionados undoubtedly will praise this and they have every right to do so and I have no quarrel with that. However, if you are not among that group I think you will find that you would be pleased with a different brand and save a few bucks as well."
524302,B004JGQ15E,A1GNYV0RA0EQSS,"Sl Judge ""gatormomz""",0,0,4,###############################################################################################################################################################################################################################################################,130 calorie snack that does the trick!,"I happen to like the prepackaged snacks so that I'm not inclined to overindulge in any one item.  One package of Fudge Drizzle Caramel Popcorn will leave you satisified. You won't feel as though you were a deprived dieter. Instead, you will feel like you treated yourself to a tasty snack. For those watching carbs, this is rather high for one snack - 25 carbs.  My son loves Dale and Thomas Choc. Drizzle Popcorn and he loves this! I think that alone says alot! This item got 4 stars instead of 5 for the cost per package compared to other single package snacks."
474813,B001AW9WMO,A3MJ2RS37V7XU9,Jennifer,1,1,5,###############################################################################################################################################################################################################################################################,My daughter loves them,"My daughter eats these by the handful. She would eat the whole bag if I let her. My only word of caution is to supervise while your child eats these. My daughter only has her two bottom from teeth, not a alot for chewing so she really has to suck on them until they dissolve. She has choked on them a few times, they start to get sticky and cling to the back of her tongue. A little scary but nothing major."
108625,B001EQ4E3I,A5XDN8QDAKAXX,"Michael Garst ""lifegrdmike""",0,0,3,###############################################################################################################################################################################################################################################################,a little chalky,"this has a chalky flavor compared to the sugar-added counterparts.  Otherwise, the chocolate flavor is acceptable."
66209,B0007A0AQW,A3K9Q3WL0OF7N1,"niecypoo ""niecypoo""",0,0,5,###############################################################################################################################################################################################################################################################,finicky dog loves these,my finicky dog (small yorkie mix) just loves these little peanut butter snacks. so glad that I came across these!
445395,B000O9GAPG,A1AHJZ3P335KY2,Angela T. Prince,4,13,1,###############################################################################################################################################################################################################################################################,Don't Be Fooled!,"The picture shows two bags of coffee, but you only get one. A horrible value! Misrepresentation marketing.  Beware!"
139065,B0041CIR62,A1VABWDOUQLULZ,S. K. Harrell,1,2,2,###############################################################################################################################################################################################################################################################,Not impressed,"I probably would have liked these better had I not followed the directions on the package.  I've had quite a lot of brown rice pasta, and this one was fairly neutral, flavor-wise.  It generally took on the flavor of what I cooked with it.  The texture was bothersome.  Again, had I cooked them more in water and NOT followed the directions on the package, the texture may have been better.  As it was, after soaking them for the requisite minute, they came out like straw.  It only went downhill when I put them in the skillet.  They began to breakdown to mush immediately.  There are other brown rice pasta products, even very fine ones such as this one, (Annie Chun's Maifun comes to mind) that will hold up to cooking and handling.  From a gluten-free standpoint this pasta is a thoughtful gesture.  That's about all it has going for it.  I don't recommend it at all."
504690,B007I7YZJK,AZA55FJD7CCZN,"Between the Lines ""J. Morrill""",1,1,3,###############################################################################################################################################################################################################################################################,Misleading and far too sweet,"I love tea.  Iced tea, hot tea, green tea, black tea, all kinds.  I was excited to try this product because I am always short on time and thought a powdered, just add water mix would be great.  One major problem, this ""tea"" has zero tea flavor.  It also claims to be ""sweetened with honey"" but it is actually sweetened with sucralose in addition to ""honey granules"".  Because of this, it has a very strong ""diet"" aftertaste, something I am not fond of at all.  Overall the drink was far too sweet for my liking even though I made it with 20oz of water instead of the 16 recommended.  I was really disappointed by this product.  I also feel the packaging is hugely misleading.  It says, and I quote; ""Sweetened with honey"" with no mention of the sucralose.  It does mention ""no aspartame"" but fails to mention it's other source of sweetness.  The ingredients are as follows: Honey granules (sugar, honey), Citric acid, green tea powder, sucralose, malodextrin, hibiscus extract, natural flavor, and Beta carotene for color.  As far as powdered diet drinks go, this one would be low on my list.  Even drinks like Crystal light do not have this strong of a diet aftertaste."
376750,B000LR4E6I,A3N8KKKCPX8KZD,"Susan A. Rials ""susanrials""",7,9,5,###############################################################################################################################################################################################################################################################,Caviar,I was impressed with the timely manner I received this product. My friends and I truly enjoyed this product
89599,B002LANN56,A2YKWYC3WQJX5J,"Shannie ""Shan""",0,0,2,###############################################################################################################################################################################################################################################################,"After researching the ingredients, I found this...","<span class=""tiny""> Length:: 1:52 Mins<br /><br /></span>This food was well recieved by my dog. However, on closer inspection...<br />Beef is the main ingredient. However, soy, wheat, and corn are in there, bumping out the amount of meat by quite a bit. Dried beans and potatoes are nice, but why the artificial color? The shame of it is, there are some really fine and healthy ingredients, but to make the cost something most folks are willing to pay, there are corners cut. As an occasional mix-in, this might be ok, but honestly, after reading the label, I wish they used better ingredients and charged a bit more. I certainly would not feed this on a regular basis."
